drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,sadness_roll_mean,surprise_roll_mean,fear_roll_mean,joy_roll_mean,arousal_roll_mean,anger_roll_mean,dominance_roll_mean,valence_roll_mean,disgust_roll_mean,trust_roll_mean,anticipation_roll_mean
comedy,Marie,F,,,,"
            
Marie.

            
S'isch m'r ganz e Kriz, alle-n-Äujeblick muess d'r Herr Dr. Freundlich kumme-n-üs d'r Stadt, um
            bim Vater um mini Hand anzehalte, in d'r guete Meinung d'r Vater weiss alles.

          
",1,stoskopf-dr-herr-maire,40,9,0.225,,,,,,,,,,,
comedy,Grethl,F,,,,"
            
Grethl.

            
Diss wurd m'r e süfere G'schicht gän...., d'r Vater wie pardü nix vum e Stadtherr wisse will.

          
",1,stoskopf-dr-herr-maire,22,3,0.1363636363636363,,,,,,,,,,,
comedy,Marie,F,,,,"
            
Marie.

            
Wenn d'r Vater numme nit so böes gelünt wär.....

          
",1,stoskopf-dr-herr-maire,12,2,0.1666666666666666,,,,,,,,,,,
comedy,Marie,F,,,,"
            
Marie.

            
Die Malchance! Z'erscht krejt'r sini Rhümatisse, no wurd d'r Adjunt Meischter im
            Gemänerath.....

          
",1,stoskopf-dr-herr-maire,18,1,0.0555555555555555,,,,,,,,,,,
comedy,Grethl,F,,,,"
            
Grethl.

            
Jo, un was ne ganz üsser Rand und Band gebrocht hett, diss isch, dass d'r Schulzebür vun Ziwelse
            de Kronen-
            
Ordre IV. Class krejt hett, un er hett ne noch nit 
            
(Man hört hinter der Bühne zankende Stimmen.)

          
",1,stoskopf-dr-herr-maire,49,4,0.0816326530612244,0.3210098778703742,0.0,0.4173177933943212,0.24442207967334,1.0887303603880754,0.3700265359998792,1.252599014590546,1.12740589747746,0.3698232352860288,0.2325424249036856,0.5459413318970942
comedy,Marie,F,,,,"
            
Marie.

            
Jesses Maria! Grethl hörsch ? S'isch d'r Vater wie wid'r Händel hett mit d'r Fränz! —

          
",1,stoskopf-dr-herr-maire,21,4,0.1904761904761904,0.3210098778703742,0.0,0.4084544128472512,0.3723859042084373,1.3123926892661948,0.6116431049863473,1.3839694215322642,1.1415607922775262,0.3580053945566022,0.2325424249036856,0.4161171180509448
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire

            
(zur Türe hinaussprechend.)

            
Ja, un dass 'r 's wisse, ich hab's satt mit-i, satt hawi's mit-i; uff Wihnachte kind ich ejch uff!
            Ich hab mi jetzt schun ball vierzig Johr vun-i kummedeere lon, awer jetzt isch m'r d'r Geduldfade
            verrisse. — Ei mini Rhümatisse! —

          
",1,stoskopf-dr-herr-maire,59,9,0.1525423728813559,0.3886377368441441,0.0394850344909204,0.476099773354979,0.8508009202302615,1.5917157019675112,0.6530510860182797,1.625643099301616,1.5575874262561038,0.3979290086674474,0.0244251847497768,0.3869538941518005
comedy,Grethl,F,,,,"
            
Grethl.

            
Ja, was isch denn schun wid'r passeert Vater ?

          
",2,stoskopf-dr-herr-maire,12,2,0.1666666666666666,0.0676278589737698,0.0394850344909204,0.150939976097053,1.0978480468387897,1.4018333411246773,0.2878019749941261,1.5063912392682162,1.7090243671429093,0.0399236141108452,0.0244251847497768,0.3869538941518005
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Was paaseert isch? Was? — Zuem Hüs nüs muess se, s'isch nix meh mit ere anzefange. Sie isch
            allewyl ihr Kopfs! — Ich hab welle han, dass se wie gewöhnli am Massti Suppepastetle macht un
            Marikknöpfle in d'Supp. — Jetzt, was mäne-n-ihr? Nix vun dem het se gemacht! Isch diss äu e-n-Asse
            for e Massti? — E Masstiasse ohne Suppepastetle un Marikknöpfle in d'r Supp, was wäre do unseri
            Visite säuje? Die wäre mäne, sie sin anstatt bim Herr Maire, bie Lumpevolik, bie Korbmacher, bie
            Kesselflicker ingelade! E Massti ohne Suppepastetle un Marikknöpfle, ob diss gepermetteert isch! —
            Ebb diss schun än Mensch erlebt hett.
            

          
",2,stoskopf-dr-herr-maire,134,5,0.0373134328358208,0.0676278589737698,0.0394850344909204,0.1668940610817789,1.0978480468387897,1.6970491904969442,0.2964013399504323,1.89609337994808,2.070415676069637,0.0611957274238131,0.3164161748080859,0.3869538941518005
comedy,Marie,F,,,,"
            
Marie.

            
Alle Vater, verzirne-n-ejch nit eso, ihr wisse jo, 's macht ejch nit guet. D'Fränz isch e-n-alti
            wunderlichi Fräuj. Sie isch jetzt schun noht an veerzig Johr im Hüs, do muess m'r e bissel Nochsahns
            han. Kenn Mensch isch perfekt.

          
",2,stoskopf-dr-herr-maire,54,7,0.1296296296296296,0.0676278589737698,0.0394850344909204,0.0835994454924538,1.0353506803766717,1.5174488027331416,0.2964013399504323,1.730412891480609,1.8232271953569548,0.0611957274238131,0.5091155266422447,0.2578421548469796
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Alti Fräuj hin od'r here. — Wenn diss alles wär mit de Pastetle und Marikknöpfle, wott i nit emol
            nix säuje, sie hett awer äu numme 20 Kuejellupfe gebache anstatt veerzig, un numme än Pfund
            Brotwurscht iwwer gemacht uff d'Person.

          
",3,stoskopf-dr-herr-maire,48,4,0.0833333333333333,0.2308471780595748,0.0394850344909204,0.2254696626141736,1.0664208712789631,1.5696903823146164,0.3238665016886267,1.8408963801022624,2.039456768822043,0.0611957274238131,0.5091155266422447,0.2578421548469796
comedy,Marie,F,,,,"
            
Marie.

            
Diss wurd doch reiche än Pfund uff d'Person !

          
",3,stoskopf-dr-herr-maire,12,2,0.1666666666666666,0.1632193190858049,0.0,0.1578243021064457,0.9774259811320184,1.6409041226483103,0.5915515609167644,2.046300194807493,2.245932342958601,0.0212721133129679,0.4846903418924679,0.09051551633028
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Natierli for so e Siedebibb'l, wie in d'r Pension isch gewahn wie dü, un wie d'fin Mamsell speele
            will, ze kann's reiche, awer for ünsereins reichts nit. Und do d'rmit baschta ! — D'Fränz muess zuem
            Hüs nüs, sie hett m'r de ganze Masti verdorwe !
            
(im Zimmer aufund abgehend für sich)
 Kenn Suppepastetle, kenn Marikknöpfle. ze weni
            Kuejllupfe un Brotwuerscht, do müesst äner schun e geduldigs Kalb Moses sin, wenn'r sich do nit
            verzirne thät. un do d'rbie ze will se-n-äu noch allewyl kummedeere. Was in d'r Gemän vorgeht, steckt
            sie d'Nas ning un saöt : e so oder so muehn'r 's mache !

          
",3,stoskopf-dr-herr-maire,130,8,0.0615384615384615,0.1632193190858049,0.0746902774612917,0.1578243021064457,0.908563149091944,1.6553029865519764,0.5915515609167644,2.189691665352639,2.3515647793890664,0.0212721133129679,0.6849715192642571,0.1802986653558072
comedy,Grethl,F,,,,"
            
Grethl.

            
Wenn ihr se nit iwwer ihri Mänung fröuje täte.....

          
",4,stoskopf-dr-herr-maire,12,2,0.1666666666666666,0.1632193190858049,0.0746902774612917,0.1418702171217198,0.908563149091944,1.562996985051511,0.5829521959604583,2.1593916429576234,2.3192801464297874,0.0,0.7126736258907623,0.1802986653558072
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire

            
(nachspottend).

            
Fröüje täte?! — Fröüje täte!! — Än for allemol ich will nemmi kummedeert sin. Bin ich d'r Herr
            Maire od'r isch sie d'r Herr Maire ? — Ich habs satt, sie muess zuem Hüs nüs !

          
",4,stoskopf-dr-herr-maire,47,6,0.1276595744680851,0.1632193190858049,0.0746902774612917,0.1950505004041396,0.7623144833807723,1.814231073700697,0.6116167458148123,2.581844549481856,2.69147995715513,0.0709070443765598,0.9462317363030228,0.0897831490255272
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Jetzt wurd's m'r nit besser. Wenn m'r nit emol vun sine ejene King meh recht bekummt. Statt mir
            recht ze gän, ze gän se d'r Fränz recht! Wenn's e so furt geht, ze gän 'r am End vum Leed noch im
            Adjund recht, wenn 'r mir e Stecke in's Rad steckt, un gäbte im Gouverlement recht, wenn d'r Adjund
            e-n-Ordre bekämt anstatt ich. — Fahnebibbl nochemol! S'isch Zytt, dass de hieroth'sch un zuem Hüs nüs
            kummsch, Grethl, denn apparti dü muesch m'r allewyl s'Mül anhenke.

          
",4,stoskopf-dr-herr-maire,108,13,0.1203703703703703,0.0,0.0911041241575972,0.0531802832824198,0.5676044204433328,1.8455381575708767,0.3377575901144239,2.845821859755997,2.876186406791888,0.0709070443765598,1.4967820820676316,0.4978774786584338
comedy,Marie,F,,,,"
            
Marie

            
(für sich).

            
Grosser Gott, kenn Chance, s'isch widd'r d'r Moment nit for ze säuje, dass e Herr üs d'r Stadt
            kumme sell for mich.

          
",4,stoskopf-dr-herr-maire,33,4,0.1212121212121212,0.0,0.0911041241575972,0.1022765532675211,0.3472135152709608,1.7957788251734186,0.0394137560497367,2.77035898426977,2.630584265967544,0.0974971860177697,1.688141768624415,0.9596613078453744
comedy,Grethl,F,,,,"
            
Grethl.

            
Wenn ich 'm g'fäll ?! — Z'erscht muess 'r awer äu mir g'fälle, Vater, dass 'r 's wisse !

          
",4,stoskopf-dr-herr-maire,24,1,0.0416666666666666,0.0,0.0164138466963055,0.1022765532675211,0.1690292207025071,1.5641243255189234,0.0394137560497367,2.478289584524687,2.276553246852536,0.0974971860177697,1.4878605912526257,0.869878158819847
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Was, dir muess 'r äu noch g'fälle ?! — Schunsch nix, s'wurd als besser! Ah er muess dir g'fälle ?
            Was diss for Idee sin uff änmol! — So het m'r jo noch gar nix erlebt !

          
",5,stoskopf-dr-herr-maire,45,1,0.0222222222222222,0.0,0.0164138466963055,0.1022765532675211,0.9478694724522652,1.9891277336281887,0.0394137560497367,3.054350072089183,2.964068032949672,0.0974971860177697,1.168167494567811,0.869878158819847
comedy,Grethl,F,,,,"
            
Grethl.

            
Allewäj, z'erscht muess i ne doch sahn ? M'r kann doch nit mir nix dir nix säuje, dass m'r e
            Mensche hieroth, wie m'r von Hütt un Hoor nit kennt, un wie m'r noch nie g'sahn hett !

          
",5,stoskopf-dr-herr-maire,44,1,0.0227272727272727,0.0,0.0164138466963055,0.0490962699851013,0.9478694724522652,2.117494771170025,0.0107492061953827,2.820915641801432,3.0108694567585563,0.6274504455505298,0.7419100323213921,0.869878158819847
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire.

            
Hör jetzt än Mensch die iwerzwärig Redesart an; m'r kann e Mensche nit hierothe, wie m'r noch nit
            g'sahn hett ! — Grethl schrieb d'r diss hinger d'Ohre : E Mensch, wie d'r änzig Sohn isch vun sim
            Vater, wie Maire isch, un so un so veel Mol uff Veehüsstellunge prämeert worre-n-isch, e Mensch wie e
            mol e Büürehoft bekummt mit zwei Hofthor, mit so un so veele Kuehj, Rösser, Ochse und Kälwer, e
            Mensch wie e mol so un so veel Acker und die zwei scheenschte Mischthiffe üs ganz Elsass-Lothringe un
            noch wittersch nüs bekumt, e so e Mensche, Grethl, kann m'r hierothe, äu ohne dass m'r ne g'sahn hett
            ! —

          
",5,stoskopf-dr-herr-maire,132,5,0.0378787878787878,0.0,0.0,0.0490962699851013,1.167854408302308,2.159857593124117,0.1739212223754966,2.6605166163594327,2.916212447768251,0.8593792505744737,0.3468160691563449,0.4617838291869405
comedy,D'r Herr Maire,M,mayor,government_executive_officials,upper_middle_class,"
            
Maire

            
(nachspottend).

            
Wenn 'r m'r nit g'fällt! — Er muess d'r g'fälle ! Verstande ?! — Un dass dich guet schicksch un
            Savuar-Wiewr an de Daö leisch! — Kurzum, er wäre e-n-ander sahn, er wäre e-n-ander g'fälle un muehn
            e-n-ander hierothe. — E-n-anders thät sich d'Finger d'rnooch schlecke mit dem Richthum bis an
            de-n-Elleböuje !

          
",6,stoskopf-dr-herr-maire,76,5,0.0657894736842105,0.0,0.0,0.0,0.998825187599801,1.6791023878270024,0.1631720161801138,1.983574141446536,2.2872189657760207,0.8327891089332639,0.1554563825995617,0.0
