drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,"Lose Se, Herr Ungeduld, wenn Sie jetz scho wànn dr Jaloux mache, vor ebb mr g'hirothe sin, so isch's gli ferig zwische-n-uns!",0,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Verzeiht Se mr, Jumpfer Fingerhüet, 's isch jo nur üs Liewe... wenn ich Se jo nitt gern hätt, so wàr ich nitt jaloux...|||un wenn ich's bi, so isch's g'wiss kei Wunder...",0,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,Un worum denn das?,1,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Wenn ich denk, ass Sie do newe dem Espèce Professer, newe dem Herr Liftling wohnt, urt ass nur e Thüre eüre zwei Zimmer trennt...",1,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,"Oho, Herr Ungeduld!... Sie gehn e wenig z'witt!... die Thüre-n-isch jo condamniert... un mi Tisch steht jo sogar noch dervor... un züedem isch jo dr Herr|||Liftling d'ganze Zit bi dere Wittfraü dunte, bi dr Fraü Strumpf...",2,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"'s isch möglig... awer er trifft Sie doch als a im Hüsgang... un uf dr Stege... un er lehnt Ihre-n-als Romane... 's isch e lichtsinniger Mensch, dà Herr Liftling... er hat si Name nitt g'stohle... was isch er?... 's heisst, er git franzesche Stunde... nit macht er as dumme Streich!",2,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,"Er soll doch mache, was er will... was froge mir derno...",3,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Das isch e schlechte Nochberschaft fir Sie... 's beste wàr, mir thàte jetz emol unser Hochzit vora mache z'geh.",3,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,"Sie wisse jo wohl, ass ich erst d'letschte Wuche in mim Oncle g'schriwe ha, fir 's Jowort z'erhalte. wenn noch kei Antwort ku isch, so ka-n-ich jo nit derfir... ich ha dert grad wieder e Brief g'ristet fir ne... Se kännte ne viellicht gli geh uf d'Post trage?...|||Mi Oncle müess ich doch z'erst froge,|||Eb ich's ka woge,|||Erlaüwe müess er mir dà Schritt,|||Denn sicher, sunscht hiroth ich nitt.",4,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Wenn er jetz dasmol nitt will schriwe,|||Soll er's lo bliwe,|||Dr letschte Brief isch jetz .das hit,|||Denn sicher, ich wart langer nitt!",4,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,Worum denn thien Sie so pressiere?,5,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,Fir Dir z'flattiere!,5,lustig-in-dr-falle
comedy,Jumpfer FINGERHÜET,F,stylist,intermediate_professionals,,"Mr hàn derzüe gar nitt z'viel Zit,|||Denn d'Jugend, die isch als glich wit.",6,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Mr hàn derzüe gar nitt z'viel Zit,|||Denn d'Jugend, die isch als glich wit.",6,lustig-in-dr-falle
comedy,Herr UNGEDULD,M,,,,"Meint Se denn, Jumpfer Fingerhüet, mr wànn warte, fir is gern z'ha, bis ass mr alt un rumpflig sin as wie ne-n-alte Reinette!... enfin, ich will dr Brief geh trage... awer verspricht Se mr, ass mr hirothe ohne dr Oncle, wenn er dasmol wieder nit vo si höre losst!",7,lustig-in-dr-falle
