Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
Ja‚.

        
",0,kleisecker-dr-schnider-von-gambse
1,comedy,Therese,F,,,,"
          
Therese :

          
(eintretend)

          
Jo! jo ’s het alles sin Ursach, sell isch jetzt wohrer, Dü kannsch jo nix derfür, daß ’s Pulver erfunde isch worre, Dü dumma Bebelenz, daß d' bisch, sunsch kenntschte nit helluff Singen, am nämliche Tag, wo m'r jede Aueblick ze warte het üs em Hiesel nüs g'schmisse ze wäre un am End gar noch in’s Rappele ze kumme.

        
",0,kleisecker-dr-schnider-von-gambse
2,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg :

          
(singt)

          
Was nit wohrer isch, sät m'r isch e Fabel, Alli Wibslitt han e scharf Schnabel.

        
",1,kleisecker-dr-schnider-von-gambse
3,comedy,Therese,F,,,,"
          
Therese :

          
Jo, ’s isch werli au nothwendi, wenn m'r so e glich- gildicher Mænner het, wo als furt ’s nemli G'sicht macht, ob d'Sunna schinnt odder ebs Katze hagelt, ob ’s Guten geht oder schlechten.

        
",1,kleisecker-dr-schnider-von-gambse
4,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
Zuefriddeheit macht ’s Glüeck vum Mensche üs, mit Brummle un Muere, macht mr nix besser.

        
",2,kleisecker-dr-schnider-von-gambse
5,comedy,Therese,F,,,,"
          
Therese :

          
Jo, wenn m'r durch sini Dummheiten d'ganz Menage ze Grund gericht het.

        
",2,kleisecker-dr-schnider-von-gambse
6,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg :

          
Aha! jetzt wurd min Sünderegister widder abgelese.

        
",3,kleisecker-dr-schnider-von-gambse
7,comedy,Therese,F,,,,"
          
Therese:

          
Isch's am End nit wohrer, daß Dü durch Dinni dumma Guetheit jetzt kenn Pfenni Gald me hesch, aber Schulda über Hals und Kopf.

        
",3,kleisecker-dr-schnider-von-gambse
8,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
’s kummt au widder besser, numme Geduld.

        
",4,kleisecker-dr-schnider-von-gambse
9,comedy,Therese,F,,,,"
          
Therese :

          
Mit dinnere Geduld kenne m'r noch Bettel gehn, zerscht lehn'sch dim Brüeder dine ganze Teil vum elterliche Vermeje un er geht in's Frankrich nin.

        
",4,kleisecker-dr-schnider-von-gambse
10,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg :

          
Nur Geduld! Dr Jean isch erkenntli, er wurd mr hälfe, ich hab'm jo mini Misere g'schriewe.

        
",5,kleisecker-dr-schnider-von-gambse
11,comedy,Therese,F,,,,"
          
Therese :

          
Jo, do kannsch de warte bis anno Tuwack, der denkt nit an Dich, zum zweite bisch im Schriner-Marti Bürri for zweidöusig Liawe un der loßt Dr sie am Hals und Dü kannsch nit zehl.

        
",5,kleisecker-dr-schnider-von-gambse
12,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
Er isch kenn Lump, sunsch hätt'i die Bürgschaft nit angenumme ; er wurd sie schun zehl; übermorje hett er Huchzytt mit's Tannebüere Nanni, die het Spähne, er wurd schun bezehl, wenn er sin Huchzyttskleid au bezahlt.

        
",6,kleisecker-dr-schnider-von-gambse
13,comedy,Therese,F,,,,"
          
Therese:

          
Ja‚, wenn Dü un ich bettelarm sin un im Loch sitze weje Schulda ; het dr Krämermathiß au Geduld mit Dir ? — He! Gell, der isch bal alle Daa do und luejt, ob ebs ze hole isch.

        
",6,kleisecker-dr-schnider-von-gambse
14,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
Des isch e Fæhler g'sin, daß ich bi ihm Gald gelehnt hab. Awer sunsch, dies muesch doch selwer saue, ich hab doch kenn Gald vervohn un verschwendt ; i hab g'schafft, wenn i Ärwet hab g'hett, ich bin doch kenn Lump un Verschwender.

        
",7,kleisecker-dr-schnider-von-gambse
15,comedy,Therese,F,,,,"
          
Therese :

          
Dü — Isch des kenn Verschwendung, wenn m'r sin für verdients Gald Andere anekeit, daß sie ihri Plan üsführe kenne. Do kenn ich kenn Unterschied. Andri sin growi Lumpe un Dü bisch e finer, awer e dumma Lump, Dü bisch kenn Mænner, verstesch mi.

        
",7,kleisecker-dr-schnider-von-gambse
16,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg:

          
Theres greife mi nit an der Ehr an, Dü weisch, daß i des nit vertraawe kann. Wenn i au Ungleck hab g'hett, so mueß mi doch jedermann respektiere un kann mr niemes ebs schlechts nochredde. Drum halte i ebs üf meinen Charakter un -

        
",8,kleisecker-dr-schnider-von-gambse
17,comedy,Therese,F,,,,"
          
Therese:

          
Des isch ewe Din dumma Eigedünkel, Dü meinsch alsfurt, Dü bisch ebs, Dü bild'sch Dir in, Dü seisch im Bismarck sin Better und hesch e Grattel wie e franzescher Kochhafe, und —

        
",8,kleisecker-dr-schnider-von-gambse
18,comedy,Georg Lügenbühler,M,taylor,crafts,lower_middle_class,"
          
Georg :

          
(aufspringend)
 Theres jetzt halte's Mül, Dü weisch wenn i wild wurr, kenn i mi nimm, i bin e wiefer Kerl, so geduldi wie i sunsch bin.

        
",9,kleisecker-dr-schnider-von-gambse
19,comedy,Therese,F,,,,"
          
Therese:

          
Vor Dir hab i kenn Angst, Dü Jäschtes, Dü wursch doch nit meinen, daß ich Dich fuehricht. Bor dim dumma Hochmut hab i kenn Respect, im Gejeteil. Georg 
(springt vom Tisch herunter, wirft die arbeite weg und sagt)
 : Ze schaff au, wenn d'mi nit reschpektiere witt, geh Dü süchsch nix als Unfridde und des isch unser Ungleck.

        
",9,kleisecker-dr-schnider-von-gambse
20,comedy,Therese,F,,,,"
          
Therese :

          
Predije und plediere kansch, awer sunsch bisch nix — daß —

        
",10,kleisecker-dr-schnider-von-gambse
