Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,tale,Dr Grossbabbe,MALE,,,,"
          
Grossbabbe:

          

          
(zehlt wenn dr „Kückück“ rueft)
 Äins, zwäi, drey, vier, fünef, sechs! Schun sechs — Jetz
          isch’s ganz fienschte drüsse un der käiwe Xaverel isch noch nitt do. Wie der widder erumspangelt, wann
          ne numme dr Hanstrapp verwitsche dät.

        
",0,clemens-chrischtowe
1,tale,Schorschel,MALE,,,,"
          
Schorschel:

          
Grossbabbe, ich bin glich erin wie’s fienschte isch worre. Ich hab Angst dr Hanstrapp kummt.

        
",1,clemens-chrischtowe
2,tale,Marikel,FEMALE,,,,"
          
Marikel:

          

          
(kummt üss dr Küeche mit-em Kaffeun Millichhafe)
 So jetz welle-mr z’nacht asse. 
          
(schenkt in)
.

        
",2,clemens-chrischtowe
3,tale,Schorschel,MALE,,,,"
          
Schorschel:

          
Marikel gib mr d’Hütt vun dr Millich.

        
",3,clemens-chrischtowe
4,tale,Marikel,FEMALE,,,,"
          
Marikel:

          
Dü wäisch ass d’Hütt füer de Grossbabbe isch.

        
",4,clemens-chrischtowe
5,tale,Dr Grossbabbe,MALE,,,,"
          
Grossbabbe:

          
Gib’s em numme wann-r se garn hett — Awer der Bohnekaffe schmeckt so Guten, diss esch doch kenn
          Ersatz meh, diss schmeckt ganz andersch ass wie der Wiedegrund.

        
",5,clemens-chrischtowe
6,tale,Marikel,FEMALE,,,,"
          
Marikel:

          

          
(fuehrt de Grossbabbe an de Disch)
 Ich hab ne bekomm vun dr Madamen Lefèvre, sie hett mr
          äu schöens Wissmahl gen. Ich hab e natt’s Küechel gebache. 
          
(Alli drey drinke Kaffe — s’Marikel schnied Brot)

        
",6,clemens-chrischtowe
7,tale,Schorschel,MALE,,,,"
          
Schorschel:

          
Uuh — Kueche! Marikel gäb mr e Stückel Kueche !

        
",7,clemens-chrischtowe
8,tale,Marikel,FEMALE,,,,"
          
Marikel:

          
Näin, näin Buwele — der isch fuer Morjen. Wäisch Morjen-n-isch Wyhnachte un do hett uns d’Mamme als äu
          Kueche gebache.

        
",8,clemens-chrischtowe
9,tale,Schorschel,MALE,,,,"
          
Schorschel:

          
Mäinsch kummt hitt Owe äu s’Chrischtkindel zue uns ? Ich hab alle Nacht gebatt ass-es mir ebs
          Schöens bringe soll.

        
",9,clemens-chrischtowe
