Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
(liest Zeitung)

          
",0,kuehne-bureaukrate
1,comedy,Dindeschlecker,M,office_worker,intermediate_professionals,lower_middle_class,"
            
Dindeschlecker :

            
(rechnet eifrig.)

          
",0,kuehne-bureaukrate
2,comedy,Frei,M,office_worker,intermediate_professionals,lower_class,"
            
Frei :

            
(starrt in die Luft und trämut ; das Schweigen dauert etwa eine Minute, fällt schliesslig
            Frei auf ; er beugt den Kopf leichte um den Aufsatz seines Pultes herum, gewahrt das Idyll, nimmt eine
            Zitronen- oder Orangenschale und wirft sie über das Pult Dindeschleckers hinweg, auf frisch's
            Zeitung. Worauf er eifriges Schreiben markiert.)

          
",1,kuehne-bureaukrate
3,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
(fährt auf)

            
Ninevierzig noch emol ! Jetz stecke mr emol die Fisik üf, Bäbbe Dindeschlecker ! Nit emol ruewie
            sinne Zitung lase ka mr im Dienscht ! 
            
(nimmt die Schale und wirft sie über den Aufsatz Dindeschleckers hinweg, diesem gradi auf
            seine arbeite.)

          
",1,kuehne-bureaukrate
4,comedy,Dindeschlecker,M,office_worker,intermediate_professionals,lower_middle_class,"
            
Dindeschlecker :

            
(gemüedli)

            
Allons, allons ! 
            
(wirft die Schale in den Papierkorb.)

          
",2,kuehne-bureaukrate
5,comedy,Frei,M,office_worker,intermediate_professionals,lower_class,"
            
Frei :

            
(nimmt eine weitere Schale und wirft sie an die Zimmerdecke, derart, dass sie zurückfallend
            auf Dindeschleckers arbeite fällt.)

          
",2,kuehne-bureaukrate
6,comedy,Dindeschlecker,M,office_worker,intermediate_professionals,lower_middle_class,"
            
Dindeschlecker :

            
(gemüedli)

            
Allons, allons, Herr frisch, wenn Sie's salwer nit verputze kenne, wurum warfe Sie mir so Dings a!
            
            
(wirft die Schale weg.)

          
",3,kuehne-bureaukrate
7,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
Was? Ich?

          
",3,kuehne-bureaukrate
8,comedy,Dindeschlecker,M,office_worker,intermediate_professionals,lower_middle_class,"
            
Dindeschlecker :

            
Wer sunscht denn ?

          
",4,kuehne-bureaukrate
9,comedy,Frei,M,office_worker,intermediate_professionals,lower_class,"
            
Frei :

            
Am And gar ich, hm ?

          
",4,kuehne-bureaukrate
10,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
Egal wer ! Ich will meinen Rüehj ha! Einer von Euich isch's secher, wu so Fisik tribt ; wenn's jetz
            nit uffheert, pack i eenfach dr eint un verhaui dr ander drmit, drno isch dr richtig scho drbi, soviel
            weiss i drno wenigschtens.

          
",5,kuehne-bureaukrate
11,comedy,Frei,M,office_worker,intermediate_professionals,lower_class,"
            
Frei :

            
Dü verstehsch awer o gar kä Spass !

          
",5,kuehne-bureaukrate
12,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
Spass hin, Spass har! Ich bin gwis e dummaa Täifel, awer alles wird eim emol z'Guten - halte nei: E
            Guten Täifel awer alles wird eim z'dumma mit dr Zitt’ : Wenn i schaff, hann i nix drgege, wenn
            Dummheiten gemachti ware, awer wenn i Zitt’tung lies, drno mecht i meinen Rüehj ha!

          
",6,kuehne-bureaukrate
13,comedy,Hasepfeffer,M,office_helper,intermediate_professionals,lower_class,"
            
Hasepfeffer :

            
(tritt ein)

            
Messieurs, jetz awer gemüedli, dr Alt müess glich kumme, ich meinen, ich heer ne scho !

          
",6,kuehne-bureaukrate
14,comedy,Fröhlich,M,office_worker,intermediate_professionals,lower_class,"
            
fröhlichen :

            
( im leichten Staubmantel, tritt ein, bleibt jedoch hinter der geöffneten Tür stehen. Im
            Tonfalle Linsespalter's :)

            
Bonjour Messieurs ! Tout le monde est là, personne ne manque ?

          
",7,kuehne-bureaukrate
15,comedy,Frisch,M,office_worker,intermediate_professionals,lower_class,"
            
frisch :

            
(wirft schnalle die Zeitung in den Papierkorb ; Hasepfeffer kichernd ab.)

          
",7,kuehne-bureaukrate
