,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Schuster,M,,,,"
        
Schuster:

        
Hört m'r ebs?

      
",0,stoskopf-e-mordsaffar
1,comedy,Marie,F,,,,"
        
Marie:

        
Nix, gar nix.

      
",1,stoskopf-e-mordsaffar
2,comedy,Schuster,M,,,,"
        
Schuster:

        
Isch's möjli, daß so e gottvergessener Mensch, wie sini Frau umgebrocht hett, noch so ruehij schlofe kann!

      
",2,stoskopf-e-mordsaffar
3,comedy,"Eine alte Frau. ― Leute aus dem Hause, Dienstboten, Polizisten.",B,policeman,government_executive_officials,lower_class,"
        
Alte Frau:

        
Ja, sin’r ejrer Sach) denn au ganz sicher ?

      
",3,stoskopf-e-mordsaffar
4,comedy,Schuster,M,,,,"
        
Schuster:

        
Au noch?! Ihr muehn e solide Schlof han oder daub sin wie e Pfohl, wenn er nix g'hört han vun dem Mord un Totschlaa 
(zu den Leuten im Türrahmen)
 Ihr han’s doch alli ghört? —

      
",4,stoskopf-e-mordsaffar
5,comedy,Eine alte Frau,F,,,,"
        
Alle :

        
(mit dem Kopfe nickend)

        
Ja, un ob!—

      
",5,stoskopf-e-mordsaffar
6,comedy,Katherin,F,,,,"
        
Katherin:

        
Es isch ganz gottsjämmerlich g’sin, diß Gebruels anzehöre ! Die arm Frau hett gejehlt un gekrische, wie er als uf se g’haue hett, daß sich d'Stein hätte-n-erweiche möchte!

      
",6,stoskopf-e-mordsaffar
7,comedy,Schuster,M,,,,"
        
Schuster:

        
E jede Streich hawi g’hört, wie ere versetzt hett.

      
",7,stoskopf-e-mordsaffar
8,comedy,"Eine alte Frau. ― Leute aus dem Hause, Dienstboten, Polizisten.",B,policeman,government_executive_officials,lower_class,"
        
Alte Frau:

        
Um well Zitt isch’s g’sin?

      
",8,stoskopf-e-mordsaffar
9,comedy,Marie,F,,,,"
        
Marie:

        
S’isch geje de Zwölfe g’sin.

      
",9,stoskopf-e-mordsaffar
10,comedy,"Eine alte Frau. ― Leute aus dem Hause, Dienstboten, Polizisten.",B,policeman,government_executive_officials,lower_class,"
        
Alte Frau:

        
In d'r Beischterstund ?!

      
",10,stoskopf-e-mordsaffar
11,comedy,Marie,F,,,,"
        
Marie:

        
Ich hab grad getraimt g’hett, daß d’Hüsare vun Stroßburri versetzt worre sin, do krej ich e Mordsschrecke un verwach un hör im Zimmer newe mir — wisse Sie, ich schloof newe d’r Herr- schaft wäje-n-em kleine Kind — un hör, wie g’saat, e Heidespektakel.

      
",11,stoskopf-e-mordsaffar
12,comedy,Schuster,M,,,,"
        
Schuster:

        
Grad wie ich, ich hab grad getraimt, ich hab e Los genumme in ere Lotterie, un im Moment, wie ich m’r’s Nummero hab merike welle, wur ich uffgeweckt durich e Läwesdaa iwer mir, wie ganz gottvergesse-n-isch g’sin. Ich rieb m’r d’Aue-n- üs un fall fascht in Ohnmacht, im Bett newe mir steht e großi wiffi G'stalt uffrecht an d'r Wand...

      
",12,stoskopf-e-mordsaffar
13,comedy,"Eine alte Frau. ― Leute aus dem Hause, Dienstboten, Polizisten.",B,policeman,government_executive_officials,lower_class,"
        
Alte Frau:

        
Um’s Gottswille isch’s möjli? — Es isch doch ken G’spenscht g’sin?

      
",13,stoskopf-e-mordsaffar
14,comedy,Schuster,M,,,,"
        
Schuster:

        
Nein, es isch mini Frau g’sin, wie au schun vun dem Läwesdaa uffgeweckt isch g’sin, un wie gelüschtert hett. „Hörsch?“ saat sie zue mir. „Ja Frau,” hawi zue ere g’saat. „Diß isch jo schreckli,” hett sie g’saat, „diß isch jo schreckli” saa ich d’rno.

      
",14,stoskopf-e-mordsaffar
15,comedy,Katherin,F,,,,"
        
Katherin :

        
(welche bestätigend mit dem Kopfe genickt hat)

        
Un no han m’r mitnander gelüschtert. D’Hoor sin uns ze Berry g’stande, wie der sini Frau verschlaaue hett. Bim e jede Streich wie m’r süse han höre, han m’r uns als gebuckt, un glich druff hett m’r als wid’r krische höre. Diß Ding hett e Wyl so furt gedürt, bis’r sie kalt gemacht hett g’hett. Im ganze Zimmer isch’r ’re nochgeloffe, bis’r se verwitscht hett. Sie hett sich natierlich flüchte welle, awer der elend Herr hett allewäj d’Tür zueb’schlosse g’hett —.

      
",15,stoskopf-e-mordsaffar
16,comedy,Schuster,M,,,,"
        
Schuster:

        
„Un dü gehsch m’r doch nit durich,” hett’r als g’saat, „miserawls G’schöpf, elends,” un bumms hett'r wid’r eins drufflosg’haue, un die arm Frau hett gekrische, daß’s eim durich Mark un Bein g'fahre-n-isch.

      
",16,stoskopf-e-mordsaffar
17,comedy,Katherin,F,,,,"
        
Katherin:

        
Do uff einmol hett m'r noch e stariker Streich g’hört, d’rno hett m’r krische höre, wie ebber, wo e Meffer im Hals stecke hett.. . .

      
",17,stoskopf-e-mordsaffar
18,comedy,Schuster,M,,,,"
        
Schuster:

        
Un d'r Mörder, haw ich g’hört, wie'r ganz dittli g’saat hett: „So jetzt hesch furs Murre —”

      
",18,stoskopf-e-mordsaffar
19,comedy,Katherin,F,,,,"
        
Katherin:

        
So isch's, ja so isch's!

      
",19,stoskopf-e-mordsaffar
20,comedy,Marie,F,,,,"
        
Marie:

        
Un no isch’s stille worre.

      
",20,stoskopf-e-mordsaffar
