,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,drama,Mejel,F,,,,"
            
MEJEL:

            
(jungs Büremaidel, ungfähr 20 Johr, d' brüne Zöpf  wie e Kron um de Kopf gewickelt, streckt de Kopf züre  de Dhüer links erin)

            
Bscht — bscht, — Katt, — bscht —

          
",fuchs-heimlichi-lieb
1,drama,Katt,M,,,,"
            
KATT :

            
(fahrt erum)

            
Was isch schun widder? — Ah dü bisch’s — ’s Nochbers Mejel! — Kommsch nit ering?

          
",fuchs-heimlichi-lieb
2,drama,Mejel,F,,,,"
            
MEJEL:

            
(kommt erin. Sie hett ebs underm Füerdi verstekkelt)

            
Ich hab gedankt, ich will noch e Sprung erüewer.

          
",fuchs-heimlichi-lieb
3,drama,Katt,M,,,,"
            
KATT:

            
— — So, so. 
(Paus.)

          
",fuchs-heimlichi-lieb
4,drama,Mejel,F,,,,"
            
MEJEL:

            
Viel Aerwet — Katt.

          
",fuchs-heimlichi-lieb
5,drama,Katt,M,,,,"
            
KATT:

            
E Wünder, wann de Bür morn Hochzitt mocht. 
(Paus.)

          
",fuchs-heimlichi-lieb
6,drama,Mejel,F,,,,"
            
MEJEL:

            
Ja — vellicht brüche nr noch ebs.

          
",fuchs-heimlichi-lieb
7,drama,Katt,M,,,,"
            
KATT:

            
Mir? — Nä, i wisst nit.

          
",fuchs-heimlichi-lieb
8,drama,Mejel,F,,,,"
            
MEJEL:

            
Oder — köennt i ebs halfe?

          
",fuchs-heimlichi-lieb
9,drama,Katt,M,,,,"
            
KATT:

            
Was dann?

          
",fuchs-heimlichi-lieb
10,drama,Mejel,F,,,,"
            
MEJEL:

            
Jetz, — nit, — i hab halt gemänt

          
",fuchs-heimlichi-lieb
11,drama,Katt,M,,,,"
            
KATT:

            
So, so, do hesch halt latz gemänt, Mejel.

          
",fuchs-heimlichi-lieb
12,drama,Mejel,F,,,,"
            
MEJEL:

            
Na, ze geh i halt wider.

          
",fuchs-heimlichi-lieb
