,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Alois Has,M,,,,"
          
Alois :

          
Myni lieb Carline, dü kannsch d'r gar nitt vor- stelle, wie ich mich uff unseri Hyroot fraij ! Weisch, wemm’r syn Læbdesdaa Jungg’sell isch g’sinn, no brücht m'r numme ze lueje, wieviel Knepf ass eim am Kleid fæhle, fur jügiere ze kenne, was e flyssigi Hüssfrau wært isch!

        
",0,jost-d-satisfaction
1,comedy,Caroline Dick,F,,,,"
          
Caroline:

          
Warum hesch de denn no nitt schun længscht g’hyroot, liewer Alois ? Alois 
(fur sich)
 : Wyll ich noch Geld habb g’hett ! 
(lütt)
 : Ho, worum ? Wyll ich arich vorsichtig bin g’sinn! E Frau hett m'r ball, awer m'r weiss nie, was fur aani ! Waije dem haw-ich mir au bis jetzt allewyll mit Patentknepf üss d'r Not g’holfe. In dir awer, chère Caroline, haw-ich enfin e Frau g’funde, wo mich glicklich mache kann !

        
",0,jost-d-satisfaction
2,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Dü witt saawe, wo dich vun de Patentknepf erleest!

        
",1,jost-d-satisfaction
3,comedy,Alois Has,M,,,,"
          
Alois :

          
Gell, jetzert witt dü mich au noch ütze ! Awer wart numme, wenn mir zwei erscht emool im Kæschtel hænge ! Drej Wuche sinn by de hytti moderne Verkehrsmiddel schnell erum. Ich will d'r no schun zeije, ass ich d’Hosse-n-an habb !

        
",1,jost-d-satisfaction
4,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Unn ich dir au !

        
",2,jost-d-satisfaction
5,comedy,Alois Has,M,,,,"
          
Alois :

          
Très bien ! G’sundheit, Liewi ! Uff e gueti Zuekunft im heiliche-n-Ehstand ! 
(Trinkt.)

          

        
",2,jost-d-satisfaction
6,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Numme nitt so gepressiert, Aloisel ! Zuem Ins-Kæschtel-hænge haw-ich bis jetzt myni Per- mission noch nitt gænn !

        
",3,jost-d-satisfaction
7,comedy,Alois Has,M,,,,"
          
Alois :

          
Wa-a-as ! Hesch de dir ’s am End widder an- dersch iwerleijt?

        
",3,jost-d-satisfaction
8,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Diss nitt grad !

        
",4,jost-d-satisfaction
9,comedy,Alois Has,M,,,,"
          
Alois :

          
Odder hesch de-n-am End ebbs üsszesetze-n-an mir ?

        
",4,jost-d-satisfaction
10,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Hm, was soll ich do saawe !

        
",5,jost-d-satisfaction
11,comedy,Alois Has,M,,,,"
          
Alois :

          
Oho ! Ich proteschtier ! Dü krejsch mir ma foi kaan Trepfele Wyn meh ! — Ja, g’fallt d'r denn ebbs nitt an mir? Ich habb doch par exemple kaan Romanbaan !

        
",5,jost-d-satisfaction
12,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Was sinn denn diss fur Baan ?

        
",6,jost-d-satisfaction
13,comedy,Alois Has,M,,,,"
          
Alois :

          
So wie im-e Roman ! ’s erscht gehn s’e-n- üssenander, unn no « kriegen » s’e sich widder, diss heisst, se kumme widder z’amme! 
(Zeijt mit de Hænd d’Form vun O-Baan.)

        
",6,jost-d-satisfaction
14,comedy,Caroline Dick,F,,,,"
          
Caroline:

          
Dü kaiwe Witzbuckel! — Naan, diss maan ich nitt.

        
",7,jost-d-satisfaction
15,comedy,Alois Has,M,,,,"
          
Alois :

          
Ja, was denn no ? reg : Hm, ich weiss nitt, wie ich mich üssdrucke soll !

        
",7,jost-d-satisfaction
16,comedy,Alois Has,M,,,,"
          
Alois :

          
Dü bisch au gar kaan Zitron !

        
",8,jost-d-satisfaction
17,comedy,Caroline Dick,F,,,,"
          
Caroline:

          
Alois, heer jetzt enfin mit denne Schnæcke- dænz uff! Mir welle jetzt emool e’'n-ernscht’s Wertel mitnand redde! Ich bin næmlich vun jehere-n-e bissel arich romantisch veranlaat g’sinn! Weisch, wo ich als Maidel noch in d’hee- cher Deechterschuele bin gange ...

        
",8,jost-d-satisfaction
18,comedy,Alois Has,M,,,,"
          
Alois :

          
Bisch de denn do nitt diermlich worre ?

        
",9,jost-d-satisfaction
19,comedy,Caroline Dick,F,,,,"
          
Caroline:

          
Alois, wenn de jetzt nitt mit dem iwer- zweriche Gebabbels uffheersch, no...

        
",9,jost-d-satisfaction
20,comedy,Alois Has,M,,,,"
          
Alois :

          
Calmier dich, Carline ! Ich habb jo numme gemaant, ass dü als klaans Düddele so hoch hesch miehn nuffkrawle !

          

        
",10,jost-d-satisfaction
21,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Also wyddersch im Text! Wo ich also noch e klaan’s Maidel bin g’sinn unn....

        
",10,jost-d-satisfaction
22,comedy,Alois Has,M,,,,"
          
Alois :

          
Diss isch allewæj schun lang here !

        
",11,jost-d-satisfaction
23,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Was hesch de g’saat ?

        
",11,jost-d-satisfaction
24,comedy,Alois Has,M,,,,"
          
Alois :

          
Ich ? Ich habb g’saat, ass de zelldürs allewæj viell hesch miehn lehre !

        
",12,jost-d-satisfaction
25,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Diss will ich maane ! Nix als wie prak- tisch’s Dings! Par exemple Klavierspiele, Singe, Tennisspiele, Danze! Unn no surtout au Roman- tik! Oh, d’Romantik!

        
",12,jost-d-satisfaction
26,comedy,Alois Has,M,,,,"
          
Alois :

          
Ich kenn s’e ! Ich habb jo schun e ganzi Mas- sion Romaner gelæse ! Caroline 
(enthusiastisch)
 : By mir muess alles ro- mantisch zuegehn ! Waije dem haw-ich au myne- n-erscht Mann seli so arich gern g’hett ! Syn ro- mantisch-martialischer Schnüzer par exemple isch d'r Schlissel g’sinn, wo ’r alli Frauehærzer mit uffgemacht hett !

        
",13,jost-d-satisfaction
27,comedy,Alois Has,M,,,,"
          
Alois :

          
Ja — ja — bin ich dir denn am End nitt ro- mantisch genue? Luej mich doch emool genau an!

        
",13,jost-d-satisfaction
28,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Loss mich üssredde, Dicker ! Dü dærfsch nitt bees sinn, wenn ich dir saa, ass mir myn erschter Mann seli viell küraschierter unn ritter- licher vor isch kumme als wie dü. Er isch so e’n-Espèce vun « Prinz von Fürchtenichts und Tuerecht » g’sinn !

        
",14,jost-d-satisfaction
29,comedy,Alois Has,M,,,,"
          
Alois :

          
Also myni Visasch g’fallt d'r ?

        
",14,jost-d-satisfaction
30,comedy,Caroline Dick,F,,,,"
          
Caroline:

          
Nitt iwel!

        
",15,jost-d-satisfaction
31,comedy,Alois Has,M,,,,"
          
Alois :

          
Also numme myn Charakter nitt ?

        
",15,jost-d-satisfaction
32,comedy,Caroline Dick,F,,,,"
          
Caroline :

          
Diss haw-ich noch nitt g’saat, denn ich habb jo bis jetzt noch kaan Bewys vun dym Kürasch g’sæhne!

        
",16,jost-d-satisfaction
