,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian:

          
Nümmero 44: Marie Gäisele üs. Wisseburri. Nümmero 45: Schosaff Dunkeli üs Colmer. Nümmero 46: Hanriatt Plapsel üs Babe-Bade. Nümmero 47: Rudi Tschöjdi üs Basel. Nümmero 48: Emanüel Ochsekopf üs Strooßburri. Nümmero 49: Xaverie Klappri üs Offedorf.

        
",riff-d-schloofere
1,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian :

          
(immer weiter lesend)

          
Nümmero 50: Antoin Imbecile üs Nanzig.
 Nümmero 51: Emilie Kälwele üs Stroßburri. Nümmero 52: Otto Ratzeritzky üs Kattowitz, un Nümmero 53: Kathrin Galleräi üs Schilke. 
(Mariann nimmt am Tische Platz )
      
        
",riff-d-schloofere
2,comedy,s Gassenhansels-Mariann,M,,,,"
          
Mariann :

          
Drejefuffzig sin hyt do gewahn ?

        
",riff-d-schloofere
3,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian:

          
Ja, dies warde sechs wenjer wie gescht.

        
",riff-d-schloofere
4,comedy,s Gassenhansels-Mariann,M,,,,"
          
Mariann:

          
Drejefuffzig mol fünf Mark — wieviel ich dies?

        
",riff-d-schloofere
5,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian:

          
(wichtig)

          
Fuffzig mol fünf isch zwäi- hündertunfuffzig.

        
",riff-d-schloofere
6,comedy,s Gassenhansels-Mariann,M,,,,"
          
Mariann :

          
Un drejmol fünf isch vierezwanzig.

        
",riff-d-schloofere
7,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian:

          
Drejmol fünf isch fuffzehn, Däuwohrel.

        
",riff-d-schloofere
8,comedy,s Gassenhansels-Mariann,M,,,,"
          
Mariaun :

          
Zyter wann dann?

        
",riff-d-schloofere
9,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Chrischtian :

          
(wichtig)

          
Zyter daß d'r Schuelmäischter d'nöij Ortographie in ünserer Gemäin inggfüehrt het.

        
",riff-d-schloofere
